275 1701730508 3,200000 -1,000000 -101,000000 0,000000 0,000000
275 1701730509 3,200000 -1,000000 -101,000000 0,000000 0,000000
275 1701730510 3,200000 -1,000000 -101,000000 0,000000 0,000000
275 1701730511 3,200000 -1,000000 -101,000000 0,000000 0,000000
275 1701730512 3,200000 -1,000000 -101,000000 0,000000 0,000000
275 1701730513 7,400000 -1,000000 -101,000000 0,000000 0,000000
275 1701730514 7,400000 -1,000000 -101,000000 0,000000 0,000000
292 1701730513 2,400000 -1,000000 -101,000000 0,000000 0,000000
292 1701730514 2,400000 -1,000000 -101,000000 0,000000 0,000000
275 1701730515 7,400000 -1,000000 -101,000000 0,000000 0,000000
275 1701730516 7,400000 -1,000000 -101,000000 0,000000 0,000000
275 1701730517 7,400000 -1,000000 -101,000000 0,000000 0,000000
275 1701730518 7,800000 -1,000000 -101,000000 0,000000 0,000000
275 1701730519 7,800000 -1,000000 -101,000000 0,000000 0,000000
275 1701730520 7,800000 -1,000000 -101,000000 0,000000 0,000000
292 1701730515 2,400000 -1,000000 -101,000000 0,000000 0,000000
292 1701730516 2,400000 -1,000000 -101,000000 0,000000 0,000000
292 1701730517 2,400000 -1,000000 -101,000000 0,000000 0,000000
292 1701730518 7,600000 -1,000000 -101,000000 0,000000 0,000000
292 1701730519 7,600000 -1,000000 -101,000000 0,000000 0,000000
292 1701730520 7,600000 -1,000000 -101,000000 0,000000 0,000000
275 1701730521 7,800000 -1,000000 -101,000000 0,000000 0,000000
275 1701730522 7,800000 -1,000000 -101,000000 0,000000 0,000000
275 1701730523 6,200000 -1,000000 -101,000000 0,000000 0,000000
275 1701730524 6,200000 -1,000000 -101,000000 0,000000 0,000000
275 1701730525 6,200000 -1,000000 -101,000000 0,000000 0,000000
292 1701730521 7,600000 -1,000000 -101,000000 0,000000 0,000000
292 1701730522 7,600000 -1,000000 -101,000000 0,000000 0,000000
292 1701730523 9,600000 -1,000000 -101,000000 0,000000 0,000000
292 1701730524 9,600000 -1,000000 -101,000000 0,000000 0,000000
292 1701730525 9,600000 -1,000000 -101,000000 0,000000 0,000000
275 1701730526 6,200000 -1,000000 -101,000000 0,000000 0,000000
275 1701730527 6,200000 -1,000000 -101,000000 0,000000 0,000000
275 1701730528 2,600000 -1,000000 -101,000000 0,000000 0,000000
275 1701730529 2,600000 -1,000000 -101,000000 0,000000 0,000000
275 1701730530 2,600000 -1,000000 -101,000000 0,000000 0,000000
292 1701730526 9,600000 -1,000000 -101,000000 0,000000 0,000000
292 1701730527 9,600000 -1,000000 -101,000000 0,000000 0,000000
292 1701730528 3,400000 -1,000000 -101,000000 0,000000 0,000000
292 1701730529 3,400000 -1,000000 -101,000000 0,000000 0,000000
292 1701730530 3,400000 -1,000000 -101,000000 0,000000 0,000000
275 1701730531 2,600000 -1,000000 -101,000000 0,000000 0,000000
275 1701730532 2,600000 -1,000000 -101,000000 0,000000 0,000000
275 1701730533 1,000000 -1,000000 -101,000000 0,000000 0,000000
275 1701730534 1,000000 -1,000000 -101,000000 0,000000 0,000000
275 1701730535 1,000000 -1,000000 -101,000000 0,000000 0,000000
292 1701730531 3,400000 -1,000000 -101,000000 0,000000 0,000000
292 1701730532 3,400000 -1,000000 -101,000000 0,000000 0,000000
292 1701730533 1,000000 -1,000000 -101,000000 0,000000 0,000000
292 1701730534 1,000000 -1,000000 -101,000000 0,000000 0,000000
292 1701730535 1,000000 -1,000000 -101,000000 0,000000 0,000000
275 1701730536 1,000000 -1,000000 -101,000000 0,000000 0,000000
275 1701730537 1,000000 -1,000000 -101,000000 0,000000 0,000000
275 1701730538 0,800000 -1,000000 -101,000000 0,000000 0,000000
275 1701730539 0,800000 -1,000000 -101,000000 0,000000 0,000000
275 1701730540 0,800000 -1,000000 -101,000000 0,000000 0,000000
292 1701730536 1,000000 -1,000000 -101,000000 0,000000 0,000000
292 1701730537 1,000000 -1,000000 -101,000000 0,000000 0,000000
292 1701730538 0,400000 -1,000000 -101,000000 0,000000 0,000000
292 1701730539 0,400000 -1,000000 -101,000000 0,000000 0,000000
292 1701730540 0,400000 -1,000000 -101,000000 0,000000 0,000000
275 1701730541 0,800000 -1,000000 -101,000000 0,000000 0,000000
275 1701730542 0,800000 -1,000000 -101,000000 0,000000 0,000000
292 1701730541 0,400000 -1,000000 -101,000000 0,000000 0,000000
