offline_datapoint_16 1701728934 399,836
offline_datapoint_28 1701728934 0,421
offline_datapoint_17 1701728934 7,336
offline_datapoint_10 1701728934 97,805
offline_datapoint_29 1701728934 1,334
offline_datapoint_22 1701728934 25832,727
offline_datapoint_4 1701728934 0,008
offline_datapoint_11 1701728939 732245,000
offline_datapoint_5 1701728939 3842,000
offline_datapoint_26 1701728939 376188928,000
offline_datapoint_14 1701728939 408596480,000
offline_datapoint_3 1701728939 6780538880,000
offline_datapoint_9 1701728939 192454656,000
offline_datapoint_25 1701728939 814,000
offline_datapoint_19 1701728937 74,323
offline_datapoint_8 1701728937 21335,120
offline_datapoint_21 1701728939 192454656,000
offline_datapoint_1 1701728937 11,998
offline_datapoint_20 1701728939 4083847168,000
offline_datapoint_7 1701728939 6959935488,000
offline_datapoint_6 1701728937 1,692
offline_datapoint_12 1701728937 25,421
offline_datapoint_24 1701728937 12,235
offline_datapoint_13 1701728937 3837,482
offline_datapoint_18 1701728939 0,000
offline_datapoint_0 1701728937 6942,063
offline_datapoint_16 1701728937 1248,831
offline_datapoint_28 1701728937 0,752
offline_datapoint_17 1701728937 15,665
offline_datapoint_10 1701728937 99,221
offline_datapoint_29 1701728937 0,000
offline_datapoint_22 1701728937 19586,723
offline_datapoint_4 1701728937 0,015
offline_datapoint_11 1701728942 732245,000
offline_datapoint_5 1701728942 3838,000
offline_datapoint_26 1701728942 376184832,000
offline_datapoint_14 1701728942 408236032,000
offline_datapoint_3 1701728942 6793326592,000
offline_datapoint_9 1701728942 192278528,000
offline_datapoint_25 1701728942 800,000
offline_datapoint_19 1701728940 91,652
offline_datapoint_8 1701728940 8098,068
offline_datapoint_21 1701728942 192278528,000
offline_datapoint_1 1701728940 4,333
offline_datapoint_20 1701728942 4099338240,000
offline_datapoint_7 1701728942 6975234048,000
offline_datapoint_6 1701728940 1,432
offline_datapoint_12 1701728940 7,831
offline_datapoint_24 1701728940 4,296
offline_datapoint_13 1701728940 2140,332
offline_datapoint_18 1701728942 0,000
offline_datapoint_0 1701728940 3730,750
offline_datapoint_16 1701728940 502,588
offline_datapoint_28 1701728940 0,950
offline_datapoint_17 1701728940 12,331
offline_datapoint_10 1701728940 99,088
offline_datapoint_29 1701728940 1,333
offline_datapoint_22 1701728940 38815,135
offline_datapoint_4 1701728940 0,019
offline_datapoint_11 1701728945 732245,000
offline_datapoint_5 1701728945 3839,000
offline_datapoint_26 1701728945 376119296,000
offline_datapoint_14 1701728945 408317952,000
offline_datapoint_3 1701728945 6752382976,000
offline_datapoint_9 1701728945 191827968,000
offline_datapoint_25 1701728945 821,000
offline_datapoint_19 1701728943 0,000
offline_datapoint_8 1701728943 8553,474
offline_datapoint_21 1701728945 191827968,000
offline_datapoint_1 1701728943 0,000
offline_datapoint_20 1701728945 4092518400,000
offline_datapoint_7 1701728945 6968680448,000
offline_datapoint_6 1701728943 0,391
offline_datapoint_12 1701728943 8,988
offline_datapoint_24 1701728943 3,255
offline_datapoint_13 1701728943 2027,893
offline_datapoint_18 1701728945 0,000
offline_datapoint_0 1701728943 3521,568
offline_datapoint_16 1701728943 634,196
offline_datapoint_28 1701728943 0,423
offline_datapoint_17 1701728943 8,332
offline_datapoint_10 1701728943 98,964
offline_datapoint_29 1701728943 0,667
offline_datapoint_22 1701728943 10956,800
offline_datapoint_4 1701728943 0,008
offline_datapoint_11 1701728948 732245,000
offline_datapoint_5 1701728948 3857,000
offline_datapoint_26 1701728948 376135680,000
offline_datapoint_14 1701728948 408338432,000
offline_datapoint_3 1701728948 6748897280,000
offline_datapoint_9 1701728948 192020480,000
offline_datapoint_25 1701728948 831,000
offline_datapoint_19 1701728946 24,002
offline_datapoint_8 1701728946 10922,784
offline_datapoint_21 1701728948 192020480,000
offline_datapoint_1 1701728946 3,000
offline_datapoint_20 1701728948 4090695680,000
offline_datapoint_7 1701728948 6976708608,000
offline_datapoint_6 1701728946 0,911
offline_datapoint_12 1701728946 11,851
offline_datapoint_24 1701728946 6,771
offline_datapoint_13 1701728946 2846,625
offline_datapoint_18 1701728948 5,000
offline_datapoint_0 1701728946 5150,860
offline_datapoint_16 1701728946 409,709
offline_datapoint_28 1701728946 0,487
offline_datapoint_17 1701728946 7,001
offline_datapoint_10 1701728946 99,433
offline_datapoint_29 1701728946 0,000
offline_datapoint_22 1701728946 17432,381
offline_datapoint_4 1701728946 0,010
offline_datapoint_11 1701728951 732245,000
offline_datapoint_5 1701728951 3843,000
offline_datapoint_26 1701728951 376139776,000
offline_datapoint_14 1701728951 408358912,000
offline_datapoint_3 1701728951 6744371200,000
offline_datapoint_9 1701728951 191340544,000
offline_datapoint_25 1701728951 824,000
offline_datapoint_19 1701728949 8,975
offline_datapoint_8 1701728949 8965,124
offline_datapoint_21 1701728951 191340544,000
offline_datapoint_1 1701728949 2,327
offline_datapoint_20 1701728951 4088004608,000
