156 1701728925 24950,200000 -1,000000 -101,000000 0,000000 0,000000
156 1701728926 24950,200000 -1,000000 -101,000000 0,000000 0,000000
156 1701728927 24950,200000 -1,000000 -101,000000 0,000000 0,000000
156 1701728928 24950,200000 -1,000000 -101,000000 0,000000 0,000000
156 1701728929 24950,200000 -1,000000 -101,000000 0,000000 0,000000
156 1701728930 18704,200000 -1,000000 -101,000000 0,000000 0,000000
156 1701728931 18704,200000 -1,000000 -101,000000 0,000000 0,000000
156 1701728932 18704,200000 -1,000000 -101,000000 0,000000 0,000000
156 1701728933 18704,200000 -1,000000 -101,000000 0,000000 0,000000
156 1701728934 18704,200000 -1,000000 -101,000000 0,000000 0,000000
156 1701728935 22617,600000 -1,000000 -101,000000 0,000000 0,000000
156 1701728936 22617,600000 -1,000000 -101,000000 0,000000 0,000000
156 1701728937 22617,600000 -1,000000 -101,000000 0,000000 0,000000
156 1701728938 22617,600000 -1,000000 -101,000000 0,000000 0,000000
156 1701728939 22617,600000 -1,000000 -101,000000 0,000000 0,000000
156 1701728940 9599,200000 -1,000000 -101,000000 0,000000 0,000000
156 1701728941 9599,200000 -1,000000 -101,000000 0,000000 0,000000
156 1701728942 9599,200000 -1,000000 -101,000000 0,000000 0,000000
156 1701728943 9599,200000 -1,000000 -101,000000 0,000000 0,000000
156 1701728944 9599,200000 -1,000000 -101,000000 0,000000 0,000000
156 1701728945 4072,000000 -1,000000 -101,000000 0,000000 0,000000
156 1701728946 4072,000000 -1,000000 -101,000000 0,000000 0,000000
156 1701728947 4072,000000 -1,000000 -101,000000 0,000000 0,000000
156 1701728948 4072,000000 -1,000000 -101,000000 0,000000 0,000000
156 1701728949 4072,000000 -1,000000 -101,000000 0,000000 0,000000
156 1701728950 2703,400000 -1,000000 -101,000000 0,000000 0,000000
156 1701728951 2703,400000 -1,000000 -101,000000 0,000000 0,000000
156 1701728952 2703,400000 -1,000000 -101,000000 0,000000 0,000000
156 1701728953 2703,400000 -1,000000 -101,000000 0,000000 0,000000
156 1701728954 2703,400000 -1,000000 -101,000000 0,000000 0,000000
156 1701728955 8497,200000 -1,000000 -101,000000 0,000000 0,000000
156 1701728956 8497,200000 -1,000000 -101,000000 0,000000 0,000000
156 1701728957 8497,200000 -1,000000 -101,000000 0,000000 0,000000
156 1701728958 8497,200000 -1,000000 -101,000000 0,000000 0,000000
156 1701728959 8497,200000 -1,000000 -101,000000 0,000000 0,000000
156 1701728965 4992,400000 -1,000000 -101,000000 0,000000 0,000000
156 1701728966 4992,400000 -1,000000 -101,000000 0,000000 0,000000
156 1701728967 4992,400000 -1,000000 -101,000000 0,000000 0,000000
156 1701728968 4992,400000 -1,000000 -101,000000 0,000000 0,000000
156 1701728969 4992,400000 -1,000000 -101,000000 0,000000 0,000000
156 1701728970 3147,600000 -1,000000 -101,000000 0,000000 0,000000
156 1701728971 3147,600000 -1,000000 -101,000000 0,000000 0,000000
156 1701728972 3147,600000 -1,000000 -101,000000 0,000000 0,000000
156 1701728973 3147,600000 -1,000000 -101,000000 0,000000 0,000000
156 1701728974 3147,600000 -1,000000 -101,000000 0,000000 0,000000
156 1701728975 6568,600000 -1,000000 -101,000000 0,000000 0,000000
156 1701728976 6568,600000 -1,000000 -101,000000 0,000000 0,000000
156 1701728977 6568,600000 -1,000000 -101,000000 0,000000 0,000000
156 1701728978 6568,600000 -1,000000 -101,000000 0,000000 0,000000
156 1701728979 6568,600000 -1,000000 -101,000000 0,000000 0,000000
156 1701728980 2661,600000 -1,000000 -101,000000 0,000000 0,000000
156 1701728981 2661,600000 -1,000000 -101,000000 0,000000 0,000000
156 1701728982 2661,600000 -1,000000 -101,000000 0,000000 0,000000
156 1701728983 2661,600000 -1,000000 -101,000000 0,000000 0,000000
156 1701728984 2661,600000 -1,000000 -101,000000 0,000000 0,000000
156 1701728985 7144,000000 -1,000000 -101,000000 0,000000 0,000000
156 1701728986 7144,000000 -1,000000 -101,000000 0,000000 0,000000
156 1701728987 7144,000000 -1,000000 -101,000000 0,000000 0,000000
156 1701728988 7144,000000 -1,000000 -101,000000 0,000000 0,000000
156 1701728989 7144,000000 -1,000000 -101,000000 0,000000 0,000000
156 1701728990 5441,400000 -1,000000 -101,000000 0,000000 0,000000
156 1701728991 5441,400000 -1,000000 -101,000000 0,000000 0,000000
156 1701728992 5441,400000 -1,000000 -101,000000 0,000000 0,000000
156 1701728993 5441,400000 -1,000000 -101,000000 0,000000 0,000000
156 1701728994 5441,400000 -1,000000 -101,000000 0,000000 0,000000
156 1701728995 11506,000000 -1,000000 -101,000000 0,000000 0,000000
156 1701728996 11506,000000 -1,000000 -101,000000 0,000000 0,000000
156 1701728997 11506,000000 -1,000000 -101,000000 0,000000 0,000000
156 1701728998 11506,000000 -1,000000 -101,000000 0,000000 0,000000
156 1701728999 11506,000000 -1,000000 -101,000000 0,000000 0,000000
156 1701729000 9984,400000 -1,000000 -101,000000 0,000000 0,000000
156 1701729001 9984,400000 -1,000000 -101,000000 0,000000 0,000000
156 1701729002 9984,400000 -1,000000 -101,000000 0,000000 0,000000
156 1701729003 9984,400000 -1,000000 -101,000000 0,000000 0,000000
156 1701729004 9984,400000 -1,000000 -101,000000 0,000000 0,000000
156 1701729005 14270,800000 -1,000000 -101,000000 0,000000 0,000000
156 1701729006 14270,800000 -1,000000 -101,000000 0,000000 0,000000
156 1701729007 14270,800000 -1,000000 -101,000000 0,000000 0,000000
156 1701729008 14270,800000 -1,000000 -101,000000 0,000000 0,000000
156 1701729009 14270,800000 -1,000000 -101,000000 0,000000 0,000000
156 1701729010 7808,800000 -1,000000 -101,000000 0,000000 0,000000
156 1701729011 7808,800000 -1,000000 -101,000000 0,000000 0,000000
156 1701729012 7808,800000 -1,000000 -101,000000 0,000000 0,000000
156 1701729013 7808,800000 -1,000000 -101,000000 0,000000 0,000000
