141 1701728920 4,000000 -1,000000 -101,000000 0,000000 0,000000
141 1701728921 4,000000 -1,000000 -101,000000 0,000000 0,000000
141 1701728922 4,000000 -1,000000 -101,000000 0,000000 0,000000
141 1701728923 4,000000 -1,000000 -101,000000 0,000000 0,000000
141 1701728924 4,000000 -1,000000 -101,000000 0,000000 0,000000
141 1701728925 2,000000 -1,000000 -101,000000 0,000000 0,000000
141 1701728926 2,000000 -1,000000 -101,000000 0,000000 0,000000
141 1701728927 2,000000 -1,000000 -101,000000 0,000000 0,000000
141 1701728928 2,000000 -1,000000 -101,000000 0,000000 0,000000
141 1701728929 2,000000 -1,000000 -101,000000 0,000000 0,000000
141 1701728930 2,000000 -1,000000 -101,000000 0,000000 0,000000
141 1701728931 2,000000 -1,000000 -101,000000 0,000000 0,000000
141 1701728932 2,000000 -1,000000 -101,000000 0,000000 0,000000
141 1701728933 2,000000 -1,000000 -101,000000 0,000000 0,000000
141 1701728934 2,000000 -1,000000 -101,000000 0,000000 0,000000
141 1701728935 3,200000 -1,000000 -101,000000 0,000000 0,000000
141 1701728936 3,200000 -1,000000 -101,000000 0,000000 0,000000
141 1701728937 3,200000 -1,000000 -101,000000 0,000000 0,000000
141 1701728938 3,200000 -1,000000 -101,000000 0,000000 0,000000
141 1701728939 3,200000 -1,000000 -101,000000 0,000000 0,000000
141 1701728940 2,600000 -1,000000 -101,000000 0,000000 0,000000
141 1701728941 2,600000 -1,000000 -101,000000 0,000000 0,000000
141 1701728942 2,600000 -1,000000 -101,000000 0,000000 0,000000
141 1701728943 2,600000 -1,000000 -101,000000 0,000000 0,000000
141 1701728944 2,600000 -1,000000 -101,000000 0,000000 0,000000
141 1701728945 1,600000 -1,000000 -101,000000 0,000000 0,000000
141 1701728946 1,600000 -1,000000 -101,000000 0,000000 0,000000
141 1701728947 1,600000 -1,000000 -101,000000 0,000000 0,000000
141 1701728948 1,600000 -1,000000 -101,000000 0,000000 0,000000
141 1701728949 1,600000 -1,000000 -101,000000 0,000000 0,000000
141 1701728950 1,200000 -1,000000 -101,000000 0,000000 0,000000
141 1701728951 1,200000 -1,000000 -101,000000 0,000000 0,000000
141 1701728952 1,200000 -1,000000 -101,000000 0,000000 0,000000
141 1701728953 1,200000 -1,000000 -101,000000 0,000000 0,000000
141 1701728954 1,200000 -1,000000 -101,000000 0,000000 0,000000
141 1701728960 0,400000 -1,000000 -101,000000 0,000000 0,000000
141 1701728961 0,400000 -1,000000 -101,000000 0,000000 0,000000
141 1701728962 0,400000 -1,000000 -101,000000 0,000000 0,000000
141 1701728963 0,400000 -1,000000 -101,000000 0,000000 0,000000
141 1701728964 0,400000 -1,000000 -101,000000 0,000000 0,000000
141 1701728965 0,400000 -1,000000 -101,000000 0,000000 0,000000
141 1701728966 0,400000 -1,000000 -101,000000 0,000000 0,000000
141 1701728967 0,400000 -1,000000 -101,000000 0,000000 0,000000
141 1701728968 0,400000 -1,000000 -101,000000 0,000000 0,000000
