158 1701728925 16,000000 -1,000000 -101,000000 0,000000 0,000000
158 1701728926 16,000000 -1,000000 -101,000000 0,000000 0,000000
158 1701728927 16,000000 -1,000000 -101,000000 0,000000 0,000000
158 1701728928 16,000000 -1,000000 -101,000000 0,000000 0,000000
158 1701728929 16,000000 -1,000000 -101,000000 0,000000 0,000000
158 1701728930 12,400000 -1,000000 -101,000000 0,000000 0,000000
158 1701728931 12,400000 -1,000000 -101,000000 0,000000 0,000000
158 1701728932 12,400000 -1,000000 -101,000000 0,000000 0,000000
158 1701728933 12,400000 -1,000000 -101,000000 0,000000 0,000000
158 1701728934 12,400000 -1,000000 -101,000000 0,000000 0,000000
158 1701728935 11,600000 -1,000000 -101,000000 0,000000 0,000000
158 1701728936 11,600000 -1,000000 -101,000000 0,000000 0,000000
158 1701728937 11,600000 -1,000000 -101,000000 0,000000 0,000000
158 1701728938 11,600000 -1,000000 -101,000000 0,000000 0,000000
158 1701728939 11,600000 -1,000000 -101,000000 0,000000 0,000000
158 1701728940 5,000000 -1,000000 -101,000000 0,000000 0,000000
158 1701728941 5,000000 -1,000000 -101,000000 0,000000 0,000000
158 1701728942 5,000000 -1,000000 -101,000000 0,000000 0,000000
158 1701728943 5,000000 -1,000000 -101,000000 0,000000 0,000000
158 1701728944 5,000000 -1,000000 -101,000000 0,000000 0,000000
158 1701728945 1,600000 -1,000000 -101,000000 0,000000 0,000000
158 1701728946 1,600000 -1,000000 -101,000000 0,000000 0,000000
158 1701728947 1,600000 -1,000000 -101,000000 0,000000 0,000000
158 1701728948 1,600000 -1,000000 -101,000000 0,000000 0,000000
158 1701728949 1,600000 -1,000000 -101,000000 0,000000 0,000000
158 1701728950 3,200000 -1,000000 -101,000000 0,000000 0,000000
158 1701728951 3,200000 -1,000000 -101,000000 0,000000 0,000000
158 1701728952 3,200000 -1,000000 -101,000000 0,000000 0,000000
158 1701728953 3,200000 -1,000000 -101,000000 0,000000 0,000000
158 1701728954 3,200000 -1,000000 -101,000000 0,000000 0,000000
158 1701728965 3,200000 -1,000000 -101,000000 0,000000 0,000000
158 1701728966 3,200000 -1,000000 -101,000000 0,000000 0,000000
158 1701728967 3,200000 -1,000000 -101,000000 0,000000 0,000000
158 1701728968 3,200000 -1,000000 -101,000000 0,000000 0,000000
158 1701728969 3,200000 -1,000000 -101,000000 0,000000 0,000000
158 1701728970 2,800000 -1,000000 -101,000000 0,000000 0,000000
158 1701728971 2,800000 -1,000000 -101,000000 0,000000 0,000000
158 1701728972 2,800000 -1,000000 -101,000000 0,000000 0,000000
158 1701728973 2,800000 -1,000000 -101,000000 0,000000 0,000000
158 1701728974 2,800000 -1,000000 -101,000000 0,000000 0,000000
158 1701728975 4,000000 -1,000000 -101,000000 0,000000 0,000000
158 1701728976 4,000000 -1,000000 -101,000000 0,000000 0,000000
158 1701728977 4,000000 -1,000000 -101,000000 0,000000 0,000000
158 1701728978 4,000000 -1,000000 -101,000000 0,000000 0,000000
158 1701728979 4,000000 -1,000000 -101,000000 0,000000 0,000000
