164 1701728925 3,200000 -1,000000 -101,000000 0,000000 0,000000
164 1701728926 3,200000 -1,000000 -101,000000 0,000000 0,000000
164 1701728927 3,200000 -1,000000 -101,000000 0,000000 0,000000
164 1701728928 3,200000 -1,000000 -101,000000 0,000000 0,000000
164 1701728929 3,200000 -1,000000 -101,000000 0,000000 0,000000
164 1701728930 3,400000 -1,000000 -101,000000 0,000000 0,000000
164 1701728931 3,400000 -1,000000 -101,000000 0,000000 0,000000
164 1701728932 3,400000 -1,000000 -101,000000 0,000000 0,000000
164 1701728933 3,400000 -1,000000 -101,000000 0,000000 0,000000
164 1701728934 3,400000 -1,000000 -101,000000 0,000000 0,000000
164 1701728935 1,200000 -1,000000 -101,000000 0,000000 0,000000
164 1701728936 1,200000 -1,000000 -101,000000 0,000000 0,000000
164 1701728937 1,200000 -1,000000 -101,000000 0,000000 0,000000
164 1701728938 1,200000 -1,000000 -101,000000 0,000000 0,000000
164 1701728939 1,200000 -1,000000 -101,000000 0,000000 0,000000
164 1701728940 0,600000 -1,000000 -101,000000 0,000000 0,000000
164 1701728941 0,600000 -1,000000 -101,000000 0,000000 0,000000
164 1701728942 0,600000 -1,000000 -101,000000 0,000000 0,000000
164 1701728943 0,600000 -1,000000 -101,000000 0,000000 0,000000
164 1701728944 0,600000 -1,000000 -101,000000 0,000000 0,000000
164 1701728970 0,800000 -1,000000 -101,000000 0,000000 0,000000
164 1701728971 0,800000 -1,000000 -101,000000 0,000000 0,000000
164 1701728972 0,800000 -1,000000 -101,000000 0,000000 0,000000
164 1701728973 0,800000 -1,000000 -101,000000 0,000000 0,000000
164 1701728974 0,800000 -1,000000 -101,000000 0,000000 0,000000
164 1701728975 0,200000 -1,000000 -101,000000 0,000000 0,000000
164 1701728976 0,200000 -1,000000 -101,000000 0,000000 0,000000
164 1701728977 0,200000 -1,000000 -101,000000 0,000000 0,000000
164 1701728978 0,200000 -1,000000 -101,000000 0,000000 0,000000
164 1701728979 0,200000 -1,000000 -101,000000 0,000000 0,000000
