446 1701779608 9983,800000 -1,000000 -101,000000 0,000000 0,000000
446 1701779609 9983,800000 -1,000000 -101,000000 0,000000 0,000000
446 1701779610 9983,800000 -1,000000 -101,000000 0,000000 0,000000
446 1701779611 9983,800000 -1,000000 -101,000000 0,000000 0,000000
446 1701779612 9983,800000 -1,000000 -101,000000 0,000000 0,000000
446 1701779613 20260,400000 -1,000000 -101,000000 0,000000 0,000000
446 1701779614 20260,400000 -1,000000 -101,000000 0,000000 0,000000
446 1701779615 20260,400000 -1,000000 -101,000000 0,000000 0,000000
446 1701779616 20260,400000 -1,000000 -101,000000 0,000000 0,000000
446 1701779617 20260,400000 -1,000000 -101,000000 0,000000 0,000000
446 1701779618 28233,400000 -1,000000 -101,000000 0,000000 0,000000
446 1701779619 28233,400000 -1,000000 -101,000000 0,000000 0,000000
446 1701779620 28233,400000 -1,000000 -101,000000 0,000000 0,000000
446 1701779621 28233,400000 -1,000000 -101,000000 0,000000 0,000000
446 1701779622 28233,400000 -1,000000 -101,000000 0,000000 0,000000
446 1701779623 33882,400000 -1,000000 -101,000000 0,000000 0,000000
446 1701779624 33882,400000 -1,000000 -101,000000 0,000000 0,000000
446 1701779625 33882,400000 -1,000000 -101,000000 0,000000 0,000000
446 1701779626 33882,400000 -1,000000 -101,000000 0,000000 0,000000
446 1701779627 33882,400000 -1,000000 -101,000000 0,000000 0,000000
446 1701779628 27932,600000 -1,000000 -101,000000 0,000000 0,000000
446 1701779629 27932,600000 -1,000000 -101,000000 0,000000 0,000000
446 1701779630 27932,600000 -1,000000 -101,000000 0,000000 0,000000
446 1701779631 27932,600000 -1,000000 -101,000000 0,000000 0,000000
446 1701779632 27932,600000 -1,000000 -101,000000 0,000000 0,000000
446 1701779633 27406,000000 -1,000000 -101,000000 0,000000 0,000000
446 1701779634 27406,000000 -1,000000 -101,000000 0,000000 0,000000
446 1701779635 27406,000000 -1,000000 -101,000000 0,000000 0,000000
446 1701779636 27406,000000 -1,000000 -101,000000 0,000000 0,000000
446 1701779637 27406,000000 -1,000000 -101,000000 0,000000 0,000000
446 1701779638 25215,600000 -1,000000 -101,000000 0,000000 0,000000
446 1701779639 25215,600000 -1,000000 -101,000000 0,000000 0,000000
446 1701779640 25215,600000 -1,000000 -101,000000 0,000000 0,000000
446 1701779641 25215,600000 -1,000000 -101,000000 0,000000 0,000000
446 1701779642 25215,600000 -1,000000 -101,000000 0,000000 0,000000
446 1701779643 19111,200000 -1,000000 -101,000000 0,000000 0,000000
446 1701779644 19111,200000 -1,000000 -101,000000 0,000000 0,000000
446 1701779645 19111,200000 -1,000000 -101,000000 0,000000 0,000000
446 1701779646 19111,200000 -1,000000 -101,000000 0,000000 0,000000
446 1701779647 19111,200000 -1,000000 -101,000000 0,000000 0,000000
446 1701779648 20891,000000 -1,000000 -101,000000 0,000000 0,000000
446 1701779649 20891,000000 -1,000000 -101,000000 0,000000 0,000000
446 1701779650 20891,000000 -1,000000 -101,000000 0,000000 0,000000
446 1701779651 20891,000000 -1,000000 -101,000000 0,000000 0,000000
446 1701779652 20891,000000 -1,000000 -101,000000 0,000000 0,000000
446 1701779653 32576,800000 -1,000000 -101,000000 0,000000 0,000000
446 1701779654 32576,800000 -1,000000 -101,000000 0,000000 0,000000
446 1701779655 32576,800000 -1,000000 -101,000000 0,000000 0,000000
