454 1701779608 0,200000 -1,000000 -101,000000 0,000000 0,000000
454 1701779609 0,200000 -1,000000 -101,000000 0,000000 0,000000
454 1701779610 0,200000 -1,000000 -101,000000 0,000000 0,000000
454 1701779611 0,200000 -1,000000 -101,000000 0,000000 0,000000
454 1701779612 0,200000 -1,000000 -101,000000 0,000000 0,000000
454 1701779613 1,400000 -1,000000 -101,000000 0,000000 0,000000
454 1701779614 1,400000 -1,000000 -101,000000 0,000000 0,000000
454 1701779615 1,400000 -1,000000 -101,000000 0,000000 0,000000
454 1701779616 1,400000 -1,000000 -101,000000 0,000000 0,000000
454 1701779617 1,400000 -1,000000 -101,000000 0,000000 0,000000
454 1701779618 1,400000 -1,000000 -101,000000 0,000000 0,000000
454 1701779619 1,400000 -1,000000 -101,000000 0,000000 0,000000
454 1701779620 1,400000 -1,000000 -101,000000 0,000000 0,000000
454 1701779621 1,400000 -1,000000 -101,000000 0,000000 0,000000
454 1701779622 1,400000 -1,000000 -101,000000 0,000000 0,000000
454 1701779623 0,800000 -1,000000 -101,000000 0,000000 0,000000
454 1701779624 0,800000 -1,000000 -101,000000 0,000000 0,000000
454 1701779625 0,800000 -1,000000 -101,000000 0,000000 0,000000
454 1701779626 0,800000 -1,000000 -101,000000 0,000000 0,000000
454 1701779627 0,800000 -1,000000 -101,000000 0,000000 0,000000
454 1701779663 0,400000 -1,000000 -101,000000 0,000000 0,000000
454 1701779664 0,400000 -1,000000 -101,000000 0,000000 0,000000
454 1701779665 0,400000 -1,000000 -101,000000 0,000000 0,000000
454 1701779666 0,400000 -1,000000 -101,000000 0,000000 0,000000
454 1701779667 0,400000 -1,000000 -101,000000 0,000000 0,000000
454 1701779668 0,400000 -1,000000 -101,000000 0,000000 0,000000
454 1701779669 0,400000 -1,000000 -101,000000 0,000000 0,000000
454 1701779670 0,400000 -1,000000 -101,000000 0,000000 0,000000
454 1701779671 0,400000 -1,000000 -101,000000 0,000000 0,000000
454 1701779672 0,400000 -1,000000 -101,000000 0,000000 0,000000
454 1701779673 0,200000 -1,000000 -101,000000 0,000000 0,000000
454 1701779674 0,200000 -1,000000 -101,000000 0,000000 0,000000
454 1701779675 0,200000 -1,000000 -101,000000 0,000000 0,000000
454 1701779676 0,200000 -1,000000 -101,000000 0,000000 0,000000
454 1701779677 0,200000 -1,000000 -101,000000 0,000000 0,000000
454 1701779678 0,200000 -1,000000 -101,000000 0,000000 0,000000
454 1701779679 0,200000 -1,000000 -101,000000 0,000000 0,000000
454 1701779680 0,200000 -1,000000 -101,000000 0,000000 0,000000
